Month,Influenza A - All types of surveillance,temp,humidity,dew,precipcover,tempmax,tempmin,windspeed
2009-01-01,32.0,25.23225806451613,60.03870967741936,16.36774193548387,0.134516129032258,33.0,15.1,15.922580645161291
2009-02-01,37.0,29.12142857142857,63.975,20.860714285714288,0.1489285714285714,36.0,22.2,15.642857142857142
2009-03-01,12.0,29.703225806451613,67.2709677419355,22.570967741935487,4.839032258064516,36.4,22.1,22.81935483870968
2009-04-01,5.0,30.19333333333333,67.17333333333333,22.936666666666667,10.000666666666666,38.1,23.1,19.28333333333333
2009-05-01,109.0,29.161290322580644,73.76451612903226,23.616129032258065,19.48967741935484,37.1,24.1,18.0258064516129
2009-06-01,101.0,29.396666666666665,70.81,23.336666666666662,10.417,34.9,22.8,21.85333333333333
2009-07-01,150.0,28.91290322580645,70.85806451612903,22.83225806451613,13.172580645161291,35.3,24.1,22.45483870967742
2009-08-01,112.0,29.516129032258064,70.05806451612904,23.19677419354839,13.440967741935484,35.6,23.4,20.774193548387096
2009-09-01,117.0,28.87,73.36999999999999,23.35666666666667,21.11133333333333,34.9,23.1,20.17
2009-10-01,114.0,28.358064516129037,76.59354838709677,23.583870967741937,17.606774193548386,34.4,23.1,16.37741935483871
2009-11-01,43.0,27.626666666666665,64.57,19.953333333333333,3.611666666666667,35.0,19.9,16.696666666666665
2009-12-01,35.0,27.66774193548387,62.50967741935484,19.387096774193548,1.075483870967742,34.4,21.1,14.483870967741936
2010-01-01,142.0,27.483870967741936,68.16129032258064,20.68387096774193,4.300967741935484,34.6,20.2,14.89032258064516
2010-02-01,268.0,29.40357142857143,69.22142857142858,22.775,1.6371428571428572,35.9,24.2,17.607142857142858
2010-03-01,134.0,30.164516129032258,62.77741935483871,21.641935483870967,1.2096774193548387,37.5,22.2,19.54516129032258
2010-04-01,8.0,31.45,64.25666666666667,23.363333333333333,3.0556666666666668,38.5,24.1,21.35666666666667
2010-05-01,25.0,31.003225806451614,69.17096774193548,24.348387096774196,7.526451612903226,38.3,25.0,19.3
2010-06-01,19.0,30.37333333333333,69.33666666666666,23.793333333333333,8.889999999999999,36.4,23.1,20.473333333333336
2010-07-01,55.0,29.4,72.69032258064516,23.706451612903223,12.903548387096771,35.4,24.8,17.299999999999997
2010-08-01,275.0,28.43548387096774,76.80322580645162,23.725806451612904,15.053225806451612,34.9,23.9,18.241935483870968
2010-09-01,346.0,28.60333333333333,77.57,24.046666666666667,13.194,35.0,23.5,16.84
2010-10-01,178.0,27.81935483870968,76.43225806451613,23.05483870967742,12.49967741935484,34.7,22.0,16.229032258064517
2010-11-01,26.0,27.96,62.37,19.81,0.6946666666666667,34.0,21.0,15.53
2010-12-01,7.0,27.316129032258065,64.81612903225806,19.73225806451613,1.4787096774193549,33.7,20.0,14.951612903225806
2011-01-01,18.0,26.47741935483871,57.13870967741936,16.896774193548385,0.4032258064516129,33.2,19.2,16.00967741935484
2011-02-01,6.0,28.071428571428573,69.17857142857143,21.392857142857142,2.9764285714285714,34.6,21.2,17.525
2011-03-01,11.0,27.048387096774192,70.36774193548388,20.887096774193548,5.645161290322581,35.5,17.2,18.074193548387097
2011-04-01,11.0,29.08,73.78,23.61,4.862,35.9,23.2,16.48
2011-05-01,12.0,29.458064516129035,74.21612903225805,24.11290322580645,9.273870967741937,36.2,24.2,19.26774193548387
2011-06-01,11.0,29.266666666666666,73.53,23.816666666666663,11.111,35.2,24.2,22.56
2011-07-01,93.0,28.63225806451613,75.35806451612903,23.57741935483871,11.55935483870968,36.3,23.7,22.251612903225805
2011-08-01,220.0,28.60967741935484,75.29032258064517,23.529032258064515,13.844193548387098,35.8,24.0,19.851612903225806
2011-09-01,115.0,28.346666666666668,76.39,23.543333333333333,13.750666666666667,34.3,24.0,20.516666666666666
2011-10-01,39.0,28.33225806451613,75.89032258064516,23.41290322580645,10.618387096774194,34.4,22.2,16.067741935483873
2011-11-01,12.0,29.28666666666667,60.28333333333333,20.41,0.2779999999999999,35.0,22.3,18.62333333333333
2011-12-01,32.0,26.451612903225808,57.1,16.990322580645163,0.2690322580645161,33.7,18.0,20.60967741935484
2012-01-01,10.0,27.92258064516129,66.92903225806452,20.83870967741936,2.823225806451613,34.0,21.0,18.90967741935484
2012-02-01,0.0,29.079310344827583,69.70689655172414,22.63448275862069,1.8682758620689652,36.2,22.0,19.55172413793104
2012-03-01,5.0,30.538709677419355,67.03225806451613,23.3,2.151290322580645,36.7,25.0,18.15806451612903
2012-04-01,5.0,31.39,65.27,23.68,3.333666666666667,38.5,24.2,24.10666666666667
2012-05-01,3.0,30.638709677419357,68.38064516129033,23.77741935483871,7.661290322580645,39.0,25.0,21.62903225806452
2012-06-01,15.0,29.75333333333333,70.94,23.7,7.360666666666666,35.2,25.0,21.36
2012-07-01,32.0,28.967741935483872,73.99354838709678,23.61290322580645,9.811935483870968,35.2,23.7,19.59354838709677
2012-08-01,64.0,28.88387096774193,73.21935483870968,23.370967741935484,9.946451612903228,34.5,24.0,20.21935483870968
2012-09-01,97.0,28.126666666666665,78.26,23.75,14.583333333333334,34.2,24.0,17.083333333333332
2012-10-01,55.0,29.274193548387096,72.34516129032258,23.451612903225808,8.870322580645162,36.0,24.3,15.041935483870969
2012-11-01,31.0,29.076666666666664,74.09333333333333,23.73333333333333,6.250333333333333,36.5,24.2,15.383333333333333
2012-12-01,40.0,29.17096774193548,66.25483870967743,21.88387096774193,1.075483870967742,35.8,22.0,14.283870967741937
2013-01-01,58.0,27.8,64.46451612903226,19.990322580645163,2.2851612903225806,34.9,18.6,15.241935483870968
2013-02-01,46.0,29.685714285714287,66.825,22.464285714285715,1.4882142857142855,37.0,24.0,16.492857142857144
2013-03-01,36.0,30.40967741935484,68.02903225806452,23.4,2.150645161290323,38.7,23.0,19.01290322580645
2013-04-01,16.0,31.07333333333333,67.42333333333333,23.87,4.861000000000001,38.2,24.9,19.51333333333333
2013-05-01,16.0,31.567741935483877,67.1032258064516,24.335483870967742,6.451612903225806,38.8,24.8,21.15806451612903
2013-06-01,22.0,29.453333333333333,74.66666666666667,24.203333333333333,13.333333333333334,36.7,25.0,19.926666666666662
2013-07-01,40.0,29.016129032258064,72.91290322580646,23.429032258064517,13.171935483870968,35.0,25.2,22.44516129032258
2013-08-01,55.0,29.17419354838709,72.78064516129032,23.5,11.42451612903226,35.9,24.4,20.580645161290324
2013-09-01,71.0,28.50333333333333,77.13000000000001,23.84333333333333,16.11,35.5,23.9,18.35333333333333
2013-10-01,51.0,28.806451612903224,73.47419354838709,23.248387096774195,10.349032258064517,35.7,23.2,15.52258064516129
2013-11-01,69.0,28.82333333333333,68.15333333333334,22.03333333333333,5.417333333333334,36.2,22.2,16.736666666666668
2013-12-01,43.0,24.835483870967742,61.76774193548387,16.629032258064516,0.5377419354838711,33.5,16.2,15.35483870967742
2014-01-01,66.0,25.1,58.222580645161294,15.709677419354838,0.0,33.2,15.5,16.34516129032258
2014-02-01,121.0,27.64642857142857,70.975,21.542857142857144,1.7857142857142858,34.2,21.2,17.875
2014-03-01,133.0,29.67096774193548,70.7290322580645,23.48709677419355,1.2096774193548387,35.7,23.3,19.816129032258065
2014-04-01,30.0,30.9,68.72333333333333,24.133333333333333,2.9170000000000003,36.7,24.2,20.506666666666668
2014-05-01,50.0,31.13225806451613,68.1032258064516,24.23225806451613,7.392580645161291,37.5,23.7,21.61935483870968
2014-06-01,23.0,30.096666666666668,72.17,24.30666666666667,10.139,36.3,24.6,23.203333333333333
2014-07-01,20.0,29.548387096774192,71.90645161290323,23.74516129032258,10.21516129032258,35.5,24.0,23.82903225806452
2014-08-01,27.0,28.796774193548387,75.69032258064516,23.870967741935484,12.768709677419354,35.2,24.2,21.270967741935483
2014-09-01,14.0,28.94333333333333,74.61,23.746666666666663,13.194666666666668,34.9,24.5,19.716666666666665
2014-10-01,8.0,28.35483870967742,76.3967741935484,23.55806451612903,11.290645161290325,34.0,24.0,17.4
2014-11-01,15.0,28.916666666666668,70.68,22.76333333333333,4.305666666666667,34.6,22.0,14.953333333333337
2014-12-01,20.0,27.074193548387097,62.40967741935484,18.967741935483872,1.2096774193548387,34.1,19.7,16.496774193548386
2015-01-01,11.0,26.01290322580645,63.561290322580646,18.038709677419355,1.2096774193548387,33.8,18.0,15.303225806451612
2015-02-01,19.0,28.064285714285717,65.01785714285714,20.335714285714285,1.4882142857142855,34.7,21.0,19.682142857142857
2015-03-01,32.0,29.60967741935484,72.17096774193548,23.79032258064516,3.0916129032258066,35.7,23.0,20.21935483870968
2015-04-01,16.0,30.24333333333333,67.98333333333333,23.216666666666665,4.4446666666666665,38.2,24.0,19.67
2015-05-01,17.0,31.16774193548387,68.72258064516129,24.425806451612903,5.106774193548387,37.2,25.2,22.55483870967742
2015-06-01,31.0,30.42,68.88333333333334,23.73,9.722,37.2,23.0,22.32
2015-07-01,17.0,30.08709677419355,68.92903225806452,23.45483870967742,7.661935483870968,36.0,23.2,23.493548387096773
2015-08-01,22.0,29.79032258064516,68.8225806451613,23.164516129032258,8.199354838709677,36.7,24.7,25.287096774193547
2015-09-01,25.0,28.966666666666665,76.64333333333335,24.16333333333333,13.749333333333334,35.8,23.0,20.926666666666662
2015-10-01,20.0,28.635483870967743,78.5516129032258,24.270967741935483,10.484516129032258,34.7,24.0,16.148387096774194
2015-11-01,23.0,29.456666666666667,71.49666666666667,23.46333333333333,3.7506666666666666,34.8,25.0,16.82
2015-12-01,3.0,28.490322580645163,67.41935483870968,21.529032258064515,2.0161290322580645,35.0,21.0,17.067741935483873
2016-01-01,4.0,27.40967741935484,70.66774193548386,21.203225806451613,4.300967741935485,34.5,15.5,15.95483870967742
2016-02-01,56.0,27.86206896551724,63.72758620689655,19.74137931034483,0.5748275862068966,34.7,16.2,17.53103448275862
2016-03-01,34.0,30.11935483870968,69.63225806451612,23.451612903225808,1.3438709677419354,37.5,22.5,20.01290322580645
2016-04-01,8.0,31.92,68.41333333333334,24.94333333333333,0.6946666666666667,39.1,24.2,22.040000000000003
2016-05-01,15.0,31.916129032258063,66.90967741935484,24.60967741935484,4.435161290322581,38.7,25.0,21.432258064516127
2016-06-01,42.0,29.546666666666667,76.99,24.75,12.916666666666666,35.7,24.2,21.366666666666667
2016-07-01,64.0,29.35483870967742,76.82903225806452,24.616129032258065,10.080967741935485,35.5,24.2,20.306451612903224
2016-08-01,85.0,29.82903225806452,74.7741935483871,24.625806451612902,9.811935483870968,35.5,24.7,21.76451612903226
2016-09-01,78.0,28.703333333333333,78.79666666666667,24.423333333333336,14.722333333333331,34.4,24.0,19.023333333333333
2016-10-01,140.0,28.60967741935484,80.32903225806452,24.693548387096776,13.71032258064516,34.2,24.0,17.59032258064516
2016-11-01,63.0,28.97,73.54666666666667,23.51333333333333,6.249333333333334,34.6,23.2,16.24
2016-12-01,31.0,27.700000000000003,64.0741935483871,20.05806451612903,0.0,34.7,21.0,16.493548387096773
2017-01-01,8.0,27.787096774193547,68.45483870967742,21.096774193548388,3.3606451612903228,34.0,22.2,16.89032258064516
2017-02-01,2.0,28.52142857142857,61.65714285714285,19.88214285714286,0.4464285714285714,35.4,20.5,17.910714285714285
2017-03-01,2.0,30.01290322580645,71.30645161290323,23.861290322580647,3.4945161290322586,36.5,24.2,19.55483870967742
2017-04-01,16.0,30.686666666666667,70.08666666666666,24.24,4.027666666666667,37.7,24.2,19.316666666666663
2017-05-01,30.0,29.65806451612903,79.93548387096774,25.60967741935484,13.979032258064516,36.5,24.0,18.225806451612904
2017-06-01,60.0,29.686666666666667,75.35333333333332,24.59,10.139666666666669,35.7,24.2,20.59333333333333
2017-07-01,149.0,28.925806451612903,76.37741935483871,24.161290322580644,12.09741935483871,34.5,24.0,20.780645161290323
2017-08-01,283.0,29.306451612903224,76.93870967741935,24.635483870967743,11.961935483870969,35.5,24.7,19.50967741935484
2017-09-01,179.0,29.34333333333333,77.95,24.886666666666667,11.945333333333334,35.6,24.5,19.216666666666665
2017-10-01,95.0,28.358064516129037,80.34193548387097,24.40967741935484,12.096451612903229,34.2,23.2,17.35483870967742
2017-11-01,22.0,28.03666666666667,71.84333333333333,22.25333333333333,4.028333333333333,34.0,23.0,18.60333333333333
2017-12-01,18.0,26.40322580645161,65.71612903225807,19.08709677419355,2.9570967741935483,33.4,15.5,18.370967741935484
2018-01-01,48.0,27.48709677419355,70.59354838709677,21.35483870967742,2.150645161290323,34.0,18.5,14.98709677419355
2018-02-01,34.0,27.392857142857142,71.31785714285715,21.385714285714283,3.720357142857143,34.5,19.7,17.55
2018-03-01,36.0,29.345161290322583,73.76129032258065,23.90967741935484,3.0916129032258066,35.5,23.2,17.845161290322583
2018-04-01,20.0,29.19,75.35666666666665,24.076666666666664,7.222666666666667,36.2,21.2,17.933333333333334
2018-05-01,31.0,29.24516129032258,79.48387096774194,25.138709677419357,12.634193548387096,35.5,24.2,19.406451612903226
2018-06-01,40.0,29.73333333333333,74.17666666666668,24.446666666666665,8.750333333333334,34.9,24.7,21.023333333333333
2018-07-01,90.0,29.029032258064515,75.97741935483872,24.19677419354839,10.21516129032258,34.5,24.7,23.280645161290323
2018-08-01,88.0,28.725806451612904,77.14193548387097,24.135483870967743,10.349354838709678,34.0,24.0,22.687096774193545
2018-09-01,109.0,28.6,80.02666666666667,24.576666666666664,14.305333333333332,35.0,23.7,19.81
2018-10-01,95.0,28.85483870967742,78.33548387096775,24.43548387096774,10.887096774193548,35.0,23.5,17.20967741935484
2018-11-01,50.0,28.88,70.57666666666667,22.683333333333334,2.083666666666667,35.0,21.7,15.353333333333332
2018-12-01,31.0,28.580645161290324,69.18064516129031,22.05161290322581,2.2854838709677416,35.3,22.7,16.16774193548387
2019-01-01,52.0,27.8,65.51935483870967,20.280645161290323,0.8064516129032258,34.0,20.7,16.358064516129033
2019-02-01,81.0,29.553571428571427,72.70357142857144,23.835714285714285,1.1907142857142858,35.2,25.0,18.114285714285717
2019-03-01,80.0,30.29032258064516,71.70322580645161,24.18064516129032,1.4787096774193549,38.0,25.2,20.67096774193548
2019-04-01,35.0,31.776666666666664,69.91333333333334,25.246666666666663,2.639,39.2,25.0,22.026666666666664
2019-05-01,18.0,31.12258064516129,70.39032258064516,24.73548387096774,7.258064516129032,38.7,25.0,21.929032258064517
2019-06-01,54.0,29.996666666666663,76.49,25.176666666666662,10.139333333333331,36.7,25.0,21.436666666666667
2019-07-01,98.0,29.56451612903226,72.8225806451613,23.887096774193548,8.33258064516129,35.5,24.0,23.700000000000003
2019-08-01,46.0,29.0258064516129,75.69354838709677,24.12258064516129,12.096774193548388,34.5,24.7,24.067741935483877
2019-09-01,83.0,28.61,78.25,24.18,12.223,35.5,24.0,18.973333333333336
2019-10-01,77.0,29.51290322580645,74.14838709677419,24.116129032258065,7.258064516129032,35.7,23.7,15.787096774193548
2019-11-01,39.0,28.646666666666665,64.92,21.03666666666667,1.111,34.7,22.7,16.82
2019-12-01,68.0,27.203225806451613,62.16129032258065,18.916129032258063,0.134516129032258,34.7,18.2,15.564516129032258
2020-01-01,91.0,28.98709677419355,68.20322580645161,22.05161290322581,0.6725806451612903,35.0,23.2,16.87741935483871
2020-02-01,110.0,29.082758620689653,64.34827586206897,21.02068965517241,0.7186206896551725,35.7,22.7,20.348275862068967
2020-03-01,61.0,30.45483870967742,70.50967741935484,24.080645161290324,0.8064516129032258,38.2,23.0,22.37741935483871
2020-04-01,6.0,30.80333333333333,70.43333333333334,24.446666666666665,4.444999999999999,37.7,24.7,23.13
2020-05-01,0.0,31.5258064516129,70.64516129032258,25.19677419354839,5.108064516129032,38.0,25.0,21.67419354838709
2020-06-01,0.0,29.86,75.60666666666665,24.81,11.528,36.9,24.5,20.673333333333336
2020-07-01,0.0,29.68387096774193,75.2258064516129,24.56451612903226,11.96258064516129,35.5,24.2,20.138709677419357
2020-08-01,0.0,29.335483870967742,75.47419354838709,24.258064516129032,12.231612903225807,36.9,23.7,22.141935483870967
2020-09-01,3.0,29.16,79.28999999999999,24.996666666666663,14.443666666666669,35.0,24.0,18.613333333333333
2020-10-01,0.0,27.15806451612903,81.78387096774195,23.54516129032258,13.709354838709675,33.7,22.0,15.529032258064516
2020-11-01,8.0,28.35666666666667,68.25666666666667,21.646666666666665,3.056,35.7,22.2,16.423333333333332
2020-12-01,3.0,27.16774193548387,63.97096774193548,19.483870967741936,0.134516129032258,34.2,19.0,15.316129032258065
2021-01-01,0.0,23.3,57.9,14.3,0.0,28.4,17.7,15.2
